"Division, Sub-Ddivision
Group","Class,Descriptions",Class Description,ISIC-P,ISIC Description,UID,ANZSIC CODE,Level,Division,Sub-Ddivision,Group,Class,Code,Description,ISIC Description,ISIC,ISIC-P,#ANZSIC,"PARENT #ANZSIC",#ISIC,Used For Concordance ,"Matches to 
Concordance
(ANZIC to ISIC)","Matches to 
Concordance
(ISIC to ANZIC)",Matched to NETVIEW,Match ISIC for description,Comments,,,,"#ANZSIC
Codes
Unique",Code
,,,4669p,Wholesale of waste and scrap and other products n.e.c.,F7.0714,No,4,F,33,333,3331,3331,Timber Wholesaling, Wholesale of waste and scrap and other products n.e.c. ,4669,p,ANZSIC-3331,ANZSIC-333,ISIC-4669,Yes,2,9,2,Wholesale of waste and scrap and other products n.e.c.,,,,,ANZSIC-801,801
,3332,Plumbing Goods Wholesaling,4663p,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",F7.0715,Yes,4,F,33,333,3332,3332,Plumbing Goods Wholesaling," Wholesale of construction materials, hardware, plumbing and heating equipment and supplies ",4663,p,ANZSIC-3332,ANZSIC-333,ISIC-4663,Yes,1,5,1,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,,,,ANZSIC-8010,8010
,3339,Other Hardware Goods Wholesaling,4661p,"Wholesale of solid, liquid and gaseous fuels and related products",F7.0716,Yes,4,F,33,333,3339,3339,Other Hardware Goods Wholesaling," Wholesale of solid, liquid and gaseous fuels and related products ",4661,p,ANZSIC-3339,ANZSIC-333,ISIC-4661,Yes,4,4,4,"Wholesale of solid, liquid and gaseous fuels and related products",,,,,ANZSIC-802,802
,,,4662p,Wholesale of metals and metal ores,F7.0717,No,4,F,33,333,3339,3339,Other Hardware Goods Wholesaling, Wholesale of metals and metal ores ,4662,p,ANZSIC-3339,ANZSIC-333,ISIC-4662,Yes,4,2,4,Wholesale of metals and metal ores,,,,,ANZSIC-8021,8021
,,,4663p,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",F7.0718,No,4,F,33,333,3339,3339,Other Hardware Goods Wholesaling," Wholesale of construction materials, hardware, plumbing and heating equipment and supplies ",4663,p,ANZSIC-3339,ANZSIC-333,ISIC-4663,Yes,4,5,4,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,,,,ANZSIC-8022,8022
,,,4669p,Wholesale of waste and scrap and other products n.e.c.,F7.0719,No,4,F,33,333,3339,3339,Other Hardware Goods Wholesaling, Wholesale of waste and scrap and other products n.e.c. ,4669,p,ANZSIC-3339,ANZSIC-333,ISIC-4669,Yes,4,9,4,Wholesale of waste and scrap and other products n.e.c.,,,,,ANZSIC-8023,8023
34,Machinery and Equipment Wholesaling,,,,F7.0720,Yes,2,F,34,..,..,34,Machinery and Equipment Wholesaling, .. ,..,..,ANZSIC-34,ANZSIC-F,..,No,..,..,1,..,,,,,ANZSIC-8024,8024
341,Specialised Industrial Machinery and Equipment Wholesaling,,,,F7.0721,Yes,3,F,34,341,..,341,Specialised Industrial Machinery and Equipment Wholesaling, .. ,..,..,ANZSIC-341,ANZSIC-34,..,No,..,..,1,..,,,,,ANZSIC-81,81
,3411,Agricultural and Construction Machinery Wholesaling,4653,"Wholesale of agricultural machinery, equipment and supplies",F7.0722,Yes,4,F,34,341,3411,3411,Agricultural and Construction Machinery Wholesaling," Wholesale of agricultural machinery, equipment and supplies ",4653,..,ANZSIC-3411,ANZSIC-341,ISIC-4653,Yes,2,1,2,"Wholesale of agricultural machinery, equipment and supplies",,,,,ANZSIC-810,810
,,,4659p,Wholesale of other machinery and equipment,F7.0723,No,4,F,34,341,3411,3411,Agricultural and Construction Machinery Wholesaling, Wholesale of other machinery and equipment ,4659,p,ANZSIC-3411,ANZSIC-341,ISIC-4659,Yes,2,7,2,Wholesale of other machinery and equipment,,,,,ANZSIC-8101,8101
,3419,Other Specialised Industrial Machinery and Equipment Wholesaling,4659p,Wholesale of other machinery and equipment,F7.0724,Yes,4,F,34,341,3419,3419,Other Specialised Industrial Machinery and Equipment Wholesaling, Wholesale of other machinery and equipment ,4659,p,ANZSIC-3419,ANZSIC-341,ISIC-4659,Yes,1,7,1,Wholesale of other machinery and equipment,,,,,ANZSIC-8102,8102
349,Other Machinery and Equipment Wholesaling,,,,F7.0725,Yes,3,F,34,349,..,349,Other Machinery and Equipment Wholesaling, .. ,..,..,ANZSIC-349,ANZSIC-34,..,No,..,..,1,..,,,,,ANZSIC-82,82
,3491,Professional and Scientific Goods Wholesaling,4659p,Wholesale of other machinery and equipment,F7.0726,Yes,4,F,34,349,3491,3491,Professional and Scientific Goods Wholesaling, Wholesale of other machinery and equipment ,4659,p,ANZSIC-3491,ANZSIC-349,ISIC-4659,Yes,1,7,1,Wholesale of other machinery and equipment,,,,,ANZSIC-821,821
,3492,Computer and Computer Peripheral Wholesaling,4649p,Wholesale of other household goods,F7.0727,Yes,4,F,34,349,3492,3492,Computer and Computer Peripheral Wholesaling, Wholesale of other household goods ,4649,p,ANZSIC-3492,ANZSIC-349,ISIC-4649,Yes,3,11,3,Wholesale of other household goods,,,,,ANZSIC-8211,8211
,,,4651,"Wholesale of computers, computer peripheral equipment and software",F7.0728,No,4,F,34,349,3492,3492,Computer and Computer Peripheral Wholesaling," Wholesale of computers, computer peripheral equipment and software ",4651,..,ANZSIC-3492,ANZSIC-349,ISIC-4651,Yes,3,1,3,"Wholesale of computers, computer peripheral equipment and software",,,,,ANZSIC-8212,8212
,,,4652p,Wholesale of electronic and telecommunications equipment and parts,F7.0729,No,4,F,34,349,3492,3492,Computer and Computer Peripheral Wholesaling, Wholesale of electronic and telecommunications equipment and parts ,4652,p,ANZSIC-3492,ANZSIC-349,ISIC-4652,Yes,3,3,3,Wholesale of electronic and telecommunications equipment and parts,,,,,ANZSIC-8219,8219
,3493,Telecommunication Goods Wholesaling,4652p,Wholesale of electronic and telecommunications equipment and parts,F7.0730,Yes,4,F,34,349,3493,3493,Telecommunication Goods Wholesaling, Wholesale of electronic and telecommunications equipment and parts ,4652,p,ANZSIC-3493,ANZSIC-349,ISIC-4652,Yes,1,3,1,Wholesale of electronic and telecommunications equipment and parts,,,,,ANZSIC-822,822
,3494,Other Electrical and Electronic Goods Wholesaling,4649p,Wholesale of other household goods,F7.0731,Yes,4,F,34,349,3494,3494,Other Electrical and Electronic Goods Wholesaling, Wholesale of other household goods ,4649,p,ANZSIC-3494,ANZSIC-349,ISIC-4649,Yes,3,11,3,Wholesale of other household goods,,,,,ANZSIC-8220,8220
,,,4652p,Wholesale of electronic and telecommunications equipment and parts,F7.0732,No,4,F,34,349,3494,3494,Other Electrical and Electronic Goods Wholesaling, Wholesale of electronic and telecommunications equipment and parts ,4652,p,ANZSIC-3494,ANZSIC-349,ISIC-4652,Yes,3,3,3,Wholesale of electronic and telecommunications equipment and parts,,,,,ANZSIC-Q,Q
,,,4659p,Wholesale of other machinery and equipment,F7.0733,No,4,F,34,349,3494,3494,Other Electrical and Electronic Goods Wholesaling, Wholesale of other machinery and equipment ,4659,p,ANZSIC-3494,ANZSIC-349,ISIC-4659,Yes,3,7,3,Wholesale of other machinery and equipment,,,,,ANZSIC-84,84
,3499,Other Machinery and Equipment Wholesaling n.e.c.,4649p,Wholesale of other household goods,F7.0734,Yes,4,F,34,349,3499,3499,Other Machinery and Equipment Wholesaling n.e.c., Wholesale of other household goods ,4649,p,ANZSIC-3499,ANZSIC-349,ISIC-4649,Yes,2,11,2,Wholesale of other household goods,,,,,ANZSIC-840,840
,,,4659p,Wholesale of other machinery and equipment,F7.0735,No,4,F,34,349,3499,3499,Other Machinery and Equipment Wholesaling n.e.c., Wholesale of other machinery and equipment ,4659,p,ANZSIC-3499,ANZSIC-349,ISIC-4659,Yes,2,7,2,Wholesale of other machinery and equipment,,,,,ANZSIC-8401,8401
35,Motor Vehicle and Motor Vehicle Parts Wholesaling,,,,F7.0736,Yes,2,F,35,..,..,35,Motor Vehicle and Motor Vehicle Parts Wholesaling, .. ,..,..,ANZSIC-35,ANZSIC-F,..,No,..,..,1,..,,,,,ANZSIC-8402,8402
350,Motor Vehicle and Motor Vehicle Parts Wholesaling,,,,F7.0737,Yes,3,F,35,350,..,350,Motor Vehicle and Motor Vehicle Parts Wholesaling, .. ,..,..,ANZSIC-350,ANZSIC-35,..,No,..,..,1,..,,,,,ANZSIC-85,85
,3501,Car Wholesaling,4510p,Sale of motor vehicles,F7.0738,Yes,4,F,35,350,3501,3501,Car Wholesaling, Sale of motor vehicles ,4510,p,ANZSIC-3501,ANZSIC-350,ISIC-4510,Yes,1,8,1,Sale of motor vehicles,,,,,ANZSIC-851,851
,3502,Commercial Vehicle Wholesaling,4510p,Sale of motor vehicles,F7.0739,Yes,4,F,35,350,3502,3502,Commercial Vehicle Wholesaling, Sale of motor vehicles ,4510,p,ANZSIC-3502,ANZSIC-350,ISIC-4510,Yes,1,8,1,Sale of motor vehicles,,,,,ANZSIC-8511,8511
,3503,Trailer and Other Motor Vehicle Wholesaling,4510p,Sale of motor vehicles,F7.0740,Yes,4,F,35,350,3503,3503,Trailer and Other Motor Vehicle Wholesaling, Sale of motor vehicles ,4510,p,ANZSIC-3503,ANZSIC-350,ISIC-4510,Yes,2,8,2,Sale of motor vehicles,,,,,ANZSIC-8512,8512
,,,4540p,"Sale, maintenance and repair of motorcycles and related parts and accessories",F7.0741,No,4,F,35,350,3503,3503,Trailer and Other Motor Vehicle Wholesaling," Sale, maintenance and repair of motorcycles and related parts and accessories ",4540,p,ANZSIC-3503,ANZSIC-350,ISIC-4540,Yes,2,10,2,"Sale, maintenance and repair of motorcycles and related parts and accessories",,,,,ANZSIC-852,852
,3504,Motor Vehicle New Parts Wholesaling,4530p,Sale of motor vehicle parts and accessories,F7.0742,Yes,4,F,35,350,3504,3504,Motor Vehicle New Parts Wholesaling, Sale of motor vehicle parts and accessories ,4530,p,ANZSIC-3504,ANZSIC-350,ISIC-4530,Yes,2,5,2,Sale of motor vehicle parts and accessories,,,,,ANZSIC-8520,8520
,,,4540p,"Sale, maintenance and repair of motorcycles and related parts and accessories",F7.0743,No,4,F,35,350,3504,3504,Motor Vehicle New Parts Wholesaling," Sale, maintenance and repair of motorcycles and related parts and accessories ",4540,p,ANZSIC-3504,ANZSIC-350,ISIC-4540,Yes,2,10,2,"Sale, maintenance and repair of motorcycles and related parts and accessories",,,,,ANZSIC-853,853
,3505,Motor Vehicle Dismantling and Used Parts Wholesaling,4530p,Sale of motor vehicle parts and accessories,F7.0744,Yes,4,F,35,350,3505,3505,Motor Vehicle Dismantling and Used Parts Wholesaling, Sale of motor vehicle parts and accessories ,4530,p,ANZSIC-3505,ANZSIC-350,ISIC-4530,Yes,3,5,3,Sale of motor vehicle parts and accessories,,,,,ANZSIC-8531,8531
,,,4540p,"Sale, maintenance and repair of motorcycles and related parts and accessories",F7.0745,No,4,F,35,350,3505,3505,Motor Vehicle Dismantling and Used Parts Wholesaling," Sale, maintenance and repair of motorcycles and related parts and accessories ",4540,p,ANZSIC-3505,ANZSIC-350,ISIC-4540,Yes,3,10,3,"Sale, maintenance and repair of motorcycles and related parts and accessories",,,,,ANZSIC-8532,8532
,,,4669p,Wholesale of waste and scrap and other products n.e.c.,F7.0746,No,4,F,35,350,3505,3505,Motor Vehicle Dismantling and Used Parts Wholesaling, Wholesale of waste and scrap and other products n.e.c. ,4669,p,ANZSIC-3505,ANZSIC-350,ISIC-4669,Yes,3,9,3,Wholesale of waste and scrap and other products n.e.c.,,,,,ANZSIC-8533,8533
36,"Grocery, Liquor and Tobacco Product Wholesaling",,,,F7.0747,Yes,2,F,36,..,..,36,"Grocery, Liquor and Tobacco Product Wholesaling", .. ,..,..,ANZSIC-36,ANZSIC-F,..,No,..,..,1,..,,,,,ANZSIC-8534,8534
360,"Grocery, Liquor and Tobacco Product Wholesaling",,,,F7.0748,Yes,3,F,36,360,..,360,"Grocery, Liquor and Tobacco Product Wholesaling", .. ,..,..,ANZSIC-360,ANZSIC-36,..,No,..,..,1,..,,,,,ANZSIC-8539,8539
,3601,General Line Grocery Wholesaling,4630p,"Wholesale of food, beverages and tobacco",F7.0749,Yes,4,F,36,360,3601,3601,General Line Grocery Wholesaling," Wholesale of food, beverages and tobacco ",4630,p,ANZSIC-3601,ANZSIC-360,ISIC-4630,Yes,1,9,1,"Wholesale of food, beverages and tobacco",,,,,ANZSIC-859,859
,3602,"Meat, Poultry and Smallgoods Wholesaling",4630p,"Wholesale of food, beverages and tobacco",F7.0750,Yes,4,F,36,360,3602,3602,"Meat, Poultry and Smallgoods Wholesaling"," Wholesale of food, beverages and tobacco ",4630,p,ANZSIC-3602,ANZSIC-360,ISIC-4630,Yes,1,9,1,"Wholesale of food, beverages and tobacco",,,,,ANZSIC-8591,8591
,3603,Dairy Produce Wholesaling,4630p,"Wholesale of food, beverages and tobacco",F7.0751,Yes,4,F,36,360,3603,3603,Dairy Produce Wholesaling," Wholesale of food, beverages and tobacco ",4630,p,ANZSIC-3603,ANZSIC-360,ISIC-4630,Yes,1,9,1,"Wholesale of food, beverages and tobacco",,,,,ANZSIC-8599,8599
,3604,Fish and Seafood Wholesaling,4630p,"Wholesale of food, beverages and tobacco",F7.0752,Yes,4,F,36,360,3604,3604,Fish and Seafood Wholesaling," Wholesale of food, beverages and tobacco ",4630,p,ANZSIC-3604,ANZSIC-360,ISIC-4630,Yes,1,9,1,"Wholesale of food, beverages and tobacco",,,,,ANZSIC-86,86
,3605,Fruit and Vegetable Wholesaling,4630p,"Wholesale of food, beverages and tobacco",F7.0753,Yes,4,F,36,360,3605,3605,Fruit and Vegetable Wholesaling," Wholesale of food, beverages and tobacco ",4630,p,ANZSIC-3605,ANZSIC-360,ISIC-4630,Yes,1,9,1,"Wholesale of food, beverages and tobacco",,,,,ANZSIC-860,860
,3606,Liquor and Tobacco Product Wholesaling,4620p,Wholesale of agricultural raw materials and live animals,F7.0754,Yes,4,F,36,360,3606,3606,Liquor and Tobacco Product Wholesaling, Wholesale of agricultural raw materials and live animals ,4620,p,ANZSIC-3606,ANZSIC-360,ISIC-4620,Yes,2,5,2,Wholesale of agricultural raw materials and live animals,,,,,ANZSIC-8601,8601
,,,4630p,"Wholesale of food, beverages and tobacco",F7.0755,No,4,F,36,360,3606,3606,Liquor and Tobacco Product Wholesaling," Wholesale of food, beverages and tobacco ",4630,p,ANZSIC-3606,ANZSIC-360,ISIC-4630,Yes,2,9,2,"Wholesale of food, beverages and tobacco",,,,,ANZSIC-8609,8609
,3609,Other Grocery Wholesaling,4630p,"Wholesale of food, beverages and tobacco",F7.0756,Yes,4,F,36,360,3609,3609,Other Grocery Wholesaling," Wholesale of food, beverages and tobacco ",4630,p,ANZSIC-3609,ANZSIC-360,ISIC-4630,Yes,1,9,1,"Wholesale of food, beverages and tobacco",,,,,ANZSIC-87,87
37,Other Goods Wholesaling,,,,F7.0757,Yes,2,F,37,..,..,37,Other Goods Wholesaling, .. ,..,..,ANZSIC-37,ANZSIC-F,..,No,..,..,1,..,,,,,ANZSIC-871,871
371,"Textile, Clothing and Footwear Wholesaling",,,,F7.0758,Yes,3,F,37,371,..,371,"Textile, Clothing and Footwear Wholesaling", .. ,..,..,ANZSIC-371,ANZSIC-37,..,No,..,..,1,..,,,,,ANZSIC-8710,8710
,3711,Textile Product Wholesaling,4641p,"Wholesale of textiles, clothing and footwear",F7.0759,Yes,4,F,37,371,3711,3711,Textile Product Wholesaling," Wholesale of textiles, clothing and footwear ",4641,p,ANZSIC-3711,ANZSIC-371,ISIC-4641,Yes,2,3,2,"Wholesale of textiles, clothing and footwear",,,,,ANZSIC-879,879
,,,4669p,Wholesale of waste and scrap and other products n.e.c.,F7.0760,No,4,F,37,371,3711,3711,Textile Product Wholesaling, Wholesale of waste and scrap and other products n.e.c. ,4669,p,ANZSIC-3711,ANZSIC-371,ISIC-4669,Yes,2,9,2,Wholesale of waste and scrap and other products n.e.c.,,,,,ANZSIC-8790,8790
,3712,Clothing and Footwear Wholesaling,4641p,"Wholesale of textiles, clothing and footwear",F7.0761,Yes,4,F,37,371,3712,3712,Clothing and Footwear Wholesaling," Wholesale of textiles, clothing and footwear ",4641,p,ANZSIC-3712,ANZSIC-371,ISIC-4641,Yes,1,3,1,"Wholesale of textiles, clothing and footwear",,,,,ANZSIC-R,R
372,Pharmaceutical and Toiletry Goods Wholesaling,,,,F7.0762,Yes,3,F,37,372,..,372,Pharmaceutical and Toiletry Goods Wholesaling, .. ,..,..,ANZSIC-372,ANZSIC-37,..,No,..,..,1,..,,,,,ANZSIC-89,89
,3720,Pharmaceutical and Toiletry Goods Wholesaling,4649p,Wholesale of other household goods,F7.0763,Yes,4,F,37,372,3720,3720,Pharmaceutical and Toiletry Goods Wholesaling, Wholesale of other household goods ,4649,p,ANZSIC-3720,ANZSIC-372,ISIC-4649,Yes,1,11,1,Wholesale of other household goods,,,,,ANZSIC-891,891
373,"Furniture, Floor Covering and Other Goods Wholesaling",,,,F7.0764,Yes,3,F,37,373,..,373,"Furniture, Floor Covering and Other Goods Wholesaling", .. ,..,..,ANZSIC-373,ANZSIC-37,..,No,..,..,1,..,,,,,ANZSIC-8910,8910
,3731,Furniture and Floor Covering Wholesaling,4649p,Wholesale of other household goods,F7.0765,Yes,4,F,37,373,3731,3731,Furniture and Floor Covering Wholesaling, Wholesale of other household goods ,4649,p,ANZSIC-3731,ANZSIC-373,ISIC-4649,Yes,3,11,3,Wholesale of other household goods,,,,,ANZSIC-892,892
,,,4659p,Wholesale of other machinery and equipment,F7.0766,No,4,F,37,373,3731,3731,Furniture and Floor Covering Wholesaling, Wholesale of other machinery and equipment ,4659,p,ANZSIC-3731,ANZSIC-373,ISIC-4659,Yes,3,7,3,Wholesale of other machinery and equipment,,,,,ANZSIC-8921,8921
,,,4663p,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",F7.0767,No,4,F,37,373,3731,3731,Furniture and Floor Covering Wholesaling," Wholesale of construction materials, hardware, plumbing and heating equipment and supplies ",4663,p,ANZSIC-3731,ANZSIC-373,ISIC-4663,Yes,3,5,3,"Wholesale of construction materials, hardware, plumbing and heating equipment and supplies",,,,,ANZSIC-8922,8922
,3732,Jewellery and Watch Wholesaling,4649p,Wholesale of other household goods,F7.0768,Yes,4,F,37,373,3732,3732,Jewellery and Watch Wholesaling, Wholesale of other household goods ,4649,p,ANZSIC-3732,ANZSIC-373,ISIC-4649,Yes,2,11,2,Wholesale of other household goods,,,,,ANZSIC-90,90
,,,4669p,Wholesale of waste and scrap and other products n.e.c.,F7.0769,No,4,F,37,373,3732,3732,Jewellery and Watch Wholesaling, Wholesale of waste and scrap and other products n.e.c. ,4669,p,ANZSIC-3732,ANZSIC-373,ISIC-4669,Yes,2,9,2,Wholesale of waste and scrap and other products n.e.c.,,,,,ANZSIC-900,900
,3733,Kitchen and Diningware Wholesaling,4649p,Wholesale of other household goods,F7.0770,Yes,4,F,37,373,3733,3733,Kitchen and Diningware Wholesaling, Wholesale of other household goods ,4649,p,ANZSIC-3733,ANZSIC-373,ISIC-4649,Yes,1,11,1,Wholesale of other household goods,,,,,ANZSIC-9001,9001
,3734,Toy and Sporting Goods Wholesaling,4649p,Wholesale of other household goods,F7.0771,Yes,4,F,37,373,3734,3734,Toy and Sporting Goods Wholesaling, Wholesale of other household goods ,4649,p,ANZSIC-3734,ANZSIC-373,ISIC-4649,Yes,1,11,1,Wholesale of other household goods,,,,,ANZSIC-9002,9002
,3735,Book and Magazine Wholesaling,4649p,Wholesale of other household goods,F7.0772,Yes,4,F,37,373,3735,3735,Book and Magazine Wholesaling, Wholesale of other household goods ,4649,p,ANZSIC-3735,ANZSIC-373,ISIC-4649,Yes,1,11,1,Wholesale of other household goods,,,,,ANZSIC-9003,9003
,3736,Paper Product Wholesaling,4649p,Wholesale of other household goods,F7.0773,Yes,4,F,37,373,3736,3736,Paper Product Wholesaling, Wholesale of other household goods ,4649,p,ANZSIC-3736,ANZSIC-373,ISIC-4649,Yes,2,11,2,Wholesale of other household goods,,,,,ANZSIC-91,91
,,,4669p,Wholesale of waste and scrap and other products n.e.c.,F7.0774,No,4,F,37,373,3736,3736,Paper Product Wholesaling, Wholesale of waste and scrap and other products n.e.c. ,4669,p,ANZSIC-3736,ANZSIC-373,ISIC-4669,Yes,2,9,2,Wholesale of waste and scrap and other products n.e.c.,,,,,ANZSIC-911,911
,3739,Other Goods Wholesaling n.e.c.,4620p,Wholesale of agricultural raw materials and live animals,F7.0775,Yes,4,F,37,373,3739,3739,Other Goods Wholesaling n.e.c., Wholesale of agricultural raw materials and live animals ,4620,p,ANZSIC-3739,ANZSIC-373,ISIC-4620,Yes,9,5,9,Wholesale of agricultural raw materials and live animals,,,,,ANZSIC-9111,9111
,,,4630p,"Wholesale of food, beverages and tobacco",F7.0776,No,4,F,37,373,3739,3739,Other Goods Wholesaling n.e.c.," Wholesale of food, beverages and tobacco ",4630,p,ANZSIC-3739,ANZSIC-373,ISIC-4630,Yes,9,9,9,"Wholesale of food, beverages and tobacco",,,,,ANZSIC-9112,9112
,,,4641p,"Wholesale of textiles, clothing and footwear",F7.0777,No,4,F,37,373,3739,3739,Other Goods Wholesaling n.e.c.," Wholesale of textiles, clothing and footwear ",4641,p,ANZSIC-3739,ANZSIC-373,ISIC-4641,Yes,9,3,9,"Wholesale of textiles, clothing and footwear",,,,,ANZSIC-9113,9113
